	slope	pval	qval
MTFR1L	-0.0597533595642813	0.0022025655011212	0.04647949587831796
SH3BGRL3	-0.1418169435758156	0.005995495635981	0.0841187606680737
UBXN11	-0.1996941869483571	6.952383504328988e-06	0.0014768269271141171
CD52	-0.1934022776410591	0.0074303509906259	0.095557728303049
DPPA2P2	0.3544019057794564	0.0048982640498805	0.07438276245092526
ARID1A	0.1394874361248202	0.0012024311423482	0.032513915824943056
TAF12	0.1503912513257481	0.0035865764436503	0.06209907428219384
SERINC2	-0.2894378600992956	0.0009973776132136	0.028931370170327764
SPOCD1	0.3683764386465978	0.0033272607675027	0.059574227556414366
TMEM39B	-0.1274280720243191	2.4258261422509486e-06	0.000682632478132803
KPNA6	-0.0557496082653415	0.0076889486953221	0.09727811985516202
EIF3I	-0.1492776960629594	6.464169210152996e-05	0.006180243879521406
MARCKSL1	-0.2472183748775491	0.0003838050987942	0.016459299256380965
S100PBP	0.0863113386071641	0.0016428128682249	0.03945641887467388
AK2	-0.0992123201020181	0.0025715806632645	0.050850048187925295
TRIM62	-0.1371882792133429	0.0003274457460305	0.015077323357330266
RP11-415J8.7	-0.235525842214219	0.0076987141862449	0.0973791021444582
RP11-415J8.3	0.3058416566877493	0.0028290701766137	0.054020496355961914
NCDN	-0.154808777101565	0.0001857340946804	0.010914527122489125
TFAP2E	-0.1162527381376696	0.0054366641482391	0.07893573648422046
PSMB2	-0.121715736293046	8.038777241836224e-05	0.006885927094610559
AGO4	0.3041485777467357	8.867478307331286e-05	0.007323651675549614
AGO3	0.1085189305193265	0.0007490093462943	0.024455692723025373
MEAF6	-0.1012624877903257	0.001679830890431	0.03985455365945639
MTF1	0.1429903881462813	0.0068076815988029	0.09071148495041444
RRAGC	0.1364841831539644	0.0033574162871803	0.05987849393980625
RP11-69E11.4	-0.1971836216094697	0.0062672667564166	0.08650888160968269
PABPC4	-0.1609175241854987	0.0008236150623842	0.02585195392353494
CAP1	0.1726233787782218	0.0072206149232455	0.0938765920194852
PPT1	0.2407915381397984	0.0020290871512622	0.04437977794940145
RP1-39G22.7	0.2551317586456419	7.784952273214034e-05	0.006724622064862349
ZMPSTE24	0.2617352598720274	0.0025799226629735	0.05088263656685307
RP1-228H13.2	0.3373657567781735	7.921043805446994e-06	0.0016317948053847634
RP1-228H13.5	0.2452131607232603	0.000639491605873	0.02224808737121385
RP11-656D10.7	0.3198031772616732	0.0037374268831445	0.06356187177714161
ZFP69	0.1781924713731047	0.0010740020487347	0.03040987763902005
EXO5	0.1328707820516217	0.0053423340058884	0.07806442667276754
PPIH	-0.1435475750912538	0.0066870286641116	0.0897831453101772
YBX1	-0.294831698516231	6.20239008649167e-06	0.0013708537635698514
P3H1	-0.1248614210773942	1.8981972591040945e-05	0.002942986307311276
RP5-1198O20.4	-0.3620705097329995	0.0032331820480609	0.05858143855550636
DMAP1	-0.0924647177378048	0.0004717044057493	0.01868743608030899
RNF220	-0.0908006472330562	0.0010769751224156	0.03044782275276117
SNORD46	-0.2271861508191546	0.006549242646157	0.08869666448499205
PLK3	-0.2014470402307186	0.002506998793506	0.05018003104079842
HECTD3	-0.1131987832230277	0.0004483898253605	0.01821107348634083
CCDC17	0.2312222245792431	0.0055688197280481	0.08023568397825333
GPBP1L1	0.1174904509539005	0.0002570936093129	0.013265835840841057
IPP	0.2025988691674418	0.0014669910110565	0.03702541529153789
PIK3R3	-0.2486455516030221	0.000288272931683	0.01402918658282702
LRRC41	-0.1539941487439335	2.6967760348485323e-05	0.0036441187449121554
MKNK1	0.2629175871485487	0.0064657108342289	0.08798008122189034
SLC5A9	0.4607627540641615	0.0074369481799897	0.09561890603909508
RP11-183G22.1	-0.2422882660690166	0.0037471327751098	0.06362782969169337
RNU6-1281P	0.0154452834055803	0.0054324302893425	0.07889524723484591
OSBPL9	0.2392341249236699	0.0001877333367239	0.010972953231724999
KTI12	0.1755018989614516	0.004226517670036	0.06828471519461536
CC2D1B	-0.0998161035759294	0.0001352419449221	0.009053848295521224
FAM159A	-0.1907881461208409	0.00239940377657	0.0488215620464068
YIPF1	0.2195974647632261	0.0069336522177681	0.09168028580208977
TCEANC2	0.1554383212669779	0.0070663511350364	0.09276308326101965
RP4-758J24.4	0.0890844299631499	0.0040713360272546	0.06676550808046955
MRPL37	-0.1438636321246651	0.0013639364515627	0.03538974275841774
SSBP3	-0.2244005393930978	0.0024689490030148	0.04977284489386409
PARS2	0.288278220484834	0.004528714339649	0.07100274934810977
BSND	0.6829889682368934	7.266779062888853e-05	0.006535551937417269
RP1-158P9.1	0.0426443740370366	0.0010173126523352	0.02935376967291038
OMA1	0.157007064878336	0.0038220953461611	0.06434037284539833
RP4-794H19.1	0.2511881733623651	0.0063840591034259	0.08732612241899942
USP1	0.2190328618732458	0.0009005270879664	0.027236329521474634
FOXD3-AS1	0.3233274746235344	0.002492023361799	0.050072751678982876
ALG6	0.1327915124770631	0.0063492388340189	0.08708614264788682
ITGB3BP	0.2593185480773302	8.326679296512066e-05	0.007080530781233438
EFCAB7	0.2420884696696586	0.0026187658974297	0.05137034418702198
DLEU2L	0.2880007196143868	0.0037336277542668	0.06355665929558252
CACHD1	0.2922776297065068	0.0007818081481354	0.02512093609358903
LEPROT	0.1610659036606663	0.0078824667754066	0.09871980413007503
MIER1	0.1902011476430917	0.0008123218185842	0.025589309128764365
SERBP1	-0.0813159752662175	0.0002955073217072	0.014263780465640552
GADD45A	0.3376187093813609	0.0012863028737101	0.03395640545531033
RP3-333A15.1	-0.2075872489900238	0.0017350934193516	0.040582737373000305
FPGT	0.251483934862715	0.0071455993555935	0.09325664834342824
ACADM	0.1376426129164053	0.007430439563424	0.095557728303049
ST6GALNAC3	0.4760176859555468	0.0003281301246648	0.015083587915606343
USP33	0.1775180107235336	0.0001680924266028	0.010241631420870598
NEXN-AS1	0.343073174616486	0.0008157765826883	0.025683319032364288
NEXN	0.2852776078374334	0.0006843595815439	0.023090579898420636
PTGFR	0.4292627053598293	0.0024797772512955	0.04988061890299334
HNRNPA1P64	0.0862521748050245	0.0001541118182469	0.0098631563678016
SPATA1	0.3279644150285433	0.0021572629175994	0.04601140055404552
CTBS	0.2562734361659026	0.0010357045980906	0.029664840198825832
RP11-33E12.2	0.3070835375143848	0.0039048054365231	0.06518995057818626
C1orf52	0.101756592370111	0.0031161634693267	0.057336567616273405
ODF2L	0.2138607634894496	3.668020559824395e-06	0.0009457276234329839
RP4-612B15.3	0.4066805401154411	0.0001146301214792	0.008203960010596383
SH3GLB1	0.3134296009761847	0.0001481878285148	0.009593259951134537
SELENOF	0.1647088180471755	0.0007868621268243	0.02521826115398479
HS2ST1	0.2653911114243428	8.3234084460124e-06	0.0016954907234504066
PKN2	0.1959988077667714	0.006283882310171	0.08662906577845884
RP11-82K18.2	0.3233822706671523	0.0075097429195232	0.09619237106114747
PTGES3P1	0.1818774673244911	0.0001607828118829	0.010006032919218973
GBP2	0.1573768353248162	0.0018234887104096	0.04175853233365542
KIAA1107	0.3298224308112663	0.0002837603579333	0.013912003889134321
RP4-621B10.8	0.394771349193529	0.0020284164132057	0.04437977794940145
RP4-593M8.1	0.1155038084500919	0.0065595646285923	0.08872659084883852
CCDC18	0.2387049688255873	1.954509834284191e-05	0.0029721615842128847
DNTTIP2	0.1373652202300038	0.0018211497992679	0.04175853233365542
GCLM	0.1959976289858799	0.0020739300390625	0.04499999550576312
MTCO3P21	0.073253291247344	0.0044949761043479	0.07070154402903094
ARHGAP29	0.2613226570968055	0.005847118093877	0.08269582149765108
ABCD3	0.164805139867764	0.0061779066384835	0.08579406601091946
PTBP2	0.2105196705538903	0.0015858128445736	0.038818430219419595
DPYD	0.213729548698305	0.0011761760874206	0.032201507003242424
RP11-272L13.4	0.3023123584093486	0.0057873951634219	0.08223463736635303
MFSD14A	0.1290266586567068	0.0065275010576126	0.08854160701640401
SASS6	0.1987094563531393	0.0028815674882782	0.05467866955859697
RP11-421L21.2	0.2580309691776106	0.0069848204707378	0.09208290730222603
RP11-421L21.3	0.3918535271870154	5.4437404798069584e-05	0.005567273484629335
S1PR1	0.223292791781945	0.0063628952486611	0.08716767312795652
RP4-575N6.5	0.3430433941088981	0.001846114057456	0.042045497966056715
AMY2B	0.1679629627368847	0.0006129026677024	0.021755255159433957
VAV3	0.1561673549409566	0.000428937171976	0.0176995752777882
SLC25A24	0.2879616348404181	0.0009495034424043	0.028132613108326078
NBPF6	-0.1426710745089698	0.0033015393233163	0.05947587543956068
FNDC7	0.312126833249474	0.0065648912353059	0.08873249376524381
STXBP3	0.244301787220998	0.000586143068342	0.02116317618182967
GPSM2	0.1582842878925506	0.0014187863587422	0.036295400607523044
KIAA1324	-0.3942886888508506	0.0003553799732449	0.015760279040930608
SARS	-0.1206928331056067	2.124251667307879e-05	0.0031427411116984206
SORT1	0.4098831735434908	0.0007845787437312	0.02519513104574922
ATXN7L2	-0.1545774021803741	0.002366680597888	0.04848098581609819
GNAI3	0.1567695280796047	0.0044205651469038	0.07004706559895126
AMPD2	-0.2675229758005249	4.595996579501419e-05	0.004978266771193283
RP5-1160K1.6	-0.3446677372730637	0.006696362896486	0.08979804550355286
GSTM4	-0.2486581545436669	0.0004459081361882	0.018179997737704415
RP11-195M16.3	0.4383320377578823	1.688631481627519e-05	0.0027113461719120453
KCNC4	0.246403725381144	0.0001157239495274	0.008226044078906017
CD53	0.1760015167990724	0.0029498718862115	0.055320991416028246
RP11-96K19.2	0.2755529750676879	0.0041870259577035	0.0678420692655126
LRIF1	0.3249358028603523	6.968020120569163e-05	0.006393246292808601
CEPT1	0.1386569904924702	0.0070067132892353	0.09228238646222763
RAP1A	0.1707698106396857	0.0013308100681744	0.034761523082189875
WNT2B	0.2535105187786894	7.42825283393538e-05	0.006610978920073592
ST7L	0.2303197564948591	1.367826225987017e-08	8.205754871327829e-06
CAPZA1	0.1780751467332331	0.0047951227285105	0.0735530598468236
RHOC	-0.2724670801648979	0.0013257421560262	0.03467892466784011
MAGI3	0.3224319024466624	0.0011642431441565	0.03193887523909128
PHTF1	0.3140479025162496	8.600482214720874e-05	0.00720466702313195
RP4-730K3.3	0.3559636141260291	0.0004820047050593	0.018985282004759962
RSBN1	0.2129115935033128	0.0001570051975319	0.009931897733095581
HIPK1	0.1213339081277474	0.0070896346590169	0.09284933570897974
RP4-591B8.3	0.0412441290785615	0.0005822627252035	0.021064868584698124
RN7SL432P	0.0269347790698469	0.002811878706104	0.053824012034933234
TSPAN2	0.2543491003080112	0.0026557727074226	0.05166797543930867
LINC01765	0.3696572960518289	0.0013842128451515	0.03574595441935226
NGF	0.237876316849271	0.0076237011381048	0.09685553967931827
LINC01649	0.1541304690732079	0.0073547823872478	0.09503126597918984
SLC22A15	0.2274815604514398	0.0006227192018655	0.02198931867285988
MAB21L3	0.4914133900576194	0.0057958403725259	0.08230527829926106
ATP1A1	-0.141957908370878	0.0033188225220319	0.059549587792475295
WDR3	0.1234734183915819	0.0056439999958922	0.08095566152804703
WARS2	-0.130474871211003	0.0044087165120198	0.06998565042866674
LINC00622	0.3927326941261413	0.0009360695839604	0.027894056073998995
NOTCH2	0.1471700229437872	0.0024361395969087	0.04931172891154607
SEC22B	0.1807651622857733	0.0001574456899221	0.0099319600488055
CH17-118O6.3	0.1990955153786651	0.0048033175641963	0.07361670759814834
FCGR1B	0.4485195750773227	0.0006042964205893	0.021576030211125613
RP11-439A17.9	0.7088813916443816	6.769522304706891e-05	0.006279846425706891
CH17-13I23.3	-0.2344812705486114	0.0016238650411254	0.03927008910241874
FCGR1CP	0.5751925859818936	4.018129837500928e-05	0.004541568200597322
RP5-998N21.4	0.730213552222323	2.2720304376540763e-05	0.0032555035604307438
RP11-14N7.2	-0.2230758846312023	0.002362672413883	0.04843522809564429
POLR3GL	0.0904783860821961	0.0062839079074351	0.08662906577845884
LINC01719	0.2235019431938449	0.0063768254363218	0.08729279193071206
RP6-74O6.2	0.243967292982064	0.0056305295882169	0.08082615600313885
ABHD17AP1	-0.2777111733499263	0.0016714542644856	0.03982701892459603
RP11-495P10.1	0.237366942249225	0.0020012861614105	0.044151313091145526
RP11-495P10.10	0.3410279458459299	0.0001312647132656	0.008901867362230604
CH17-478G19.2	0.092723273912344	0.0033735326873367	0.06004822186732479
FCGR1A	0.4091758681275915	0.0009066751779131	0.027335841716616717
RP11-196G18.3	0.7232131307463203	9.172421599641408e-07	0.0003169245822579897
SF3B4	-0.1094376217745325	0.0036155215684258	0.062343194397820996
MTMR11	-0.1941364892973607	0.0016638084184529	0.03975082239832854
APH1A	-0.1142405168022124	8.951021301479748e-06	0.0017942519280490755
MCL1	0.1533449983156224	0.0073767811160394	0.09512368072069241
ENSA	-0.0761242963384821	0.0050139635322995	0.07538192986161482
GOLPH3L	0.1773812669634817	0.0026889587801245	0.05207365651811164
PRUNE1	0.1184577422742636	0.0028290501096564	0.054020496355961914
BNIPL	0.3199526460754114	0.003142627532014	0.057687398193580465
MLLT11	0.1769768067542632	0.003091798830913	0.05703882914002844
PI4KB	-0.0701491831392637	0.0002737632107348	0.013649201121084021
TUFT1	0.2783536695055187	3.277073105484814e-05	0.004011255044274147
SNX27	0.1578180956094612	0.002968578955404	0.05561450320295648
RP11-98D18.17	0.1917542763260926	0.0014131075818574	0.03623145562779497
S100A10	-0.1576841786982775	0.0006795227783907	0.023015390956742193
RPTN	0.1781591952158025	0.0052230393704725	0.077188999813978
CRTC2	-0.1463815301160747	0.0011184339667808	0.031107401718060115
RP11-422P24.12	0.251203013638333	0.0016215573172246	0.03927008910241874
HAX1	-0.0881718115019052	0.0055923605870253	0.08044747013620163
AQP10	0.3407865354687341	0.0072725120174159	0.09432016341334222
ADAR	0.1232366283180692	0.0076136558514761	0.09681446206444458
PMVK	-0.1311403813074595	0.0025406246709291	0.05057890864586101
FLAD1	-0.0925256404475709	0.0011310337791162	0.03132693864510989
ADAM15	-0.1373692280522599	0.0021591075617987	0.046024990243543396
EFNA1	0.3651034185613988	0.0003285167429597	0.015083587915606343
KRTCAP2	-0.123863688695191	0.0004561309068005	0.01837719443841542
SCAMP3	-0.1143172749357173	0.0034123631655926	0.060424174484603056
RUSC1	-0.1268682130218215	0.0018083355676439	0.041636716705531755
ASH1L-IT1	-0.1171259990871092	0.0058531895983723	0.08276025033782454
DAP3	-0.0556746309429415	0.0039246021303692	0.06543539643119699
RP11-101O6.2	-0.2804600523924739	0.0033884293080968	0.060150413956383986
CCT3	-0.1129592603944246	0.0049131091166937	0.07451621184612525
MEF2D	-0.1592847552967118	0.000984897397006	0.028772606117469162
SH2D2A	-0.4661538153730907	0.0045512738000101	0.07119692871344498
ARHGEF11	0.2249974436199238	0.0033243531527896	0.059549587792475295
RP11-71G12.1	-0.491861313789646	0.0002432754184815	0.012862771283271813
OR10R3P	0.0567511889225742	0.0040508854248846	0.06665037284969864
IFI16	0.2331269080870043	0.0003415908591871	0.015424423643293767
AIM2	0.5282323698563667	9.83679142587592e-05	0.007598957746247293
FCER1A	-0.796020874137073	5.38326202451608e-05	0.005544963027214752
C1orf204	0.2516725264901178	0.0048669075908381	0.07415576194852733
RP11-226L15.5	0.2078719091301973	0.0006211963874692	0.02194974316163014
PEA15	-0.2671816537348305	3.718617776869454e-05	0.004403019928451096
RP11-404F10.2	0.3618048065823083	7.192634700117949e-05	0.006500998568689388
CD244	-0.2646971204796801	0.0008097550515569	0.02553792476868532
PFDN2	-0.1747370035138157	0.0002778359153741	0.01376371895835106
UFC1	-0.1266320239209884	0.0006818297576875	0.023076534489569745
B4GALT3	-0.1581040127794836	0.0049098327242017	0.07451621184612525
PCP4L1	0.3643310208666919	0.0009044687913676	0.027311982042078298
FCGR2A	0.2677092605304832	0.0036231480140633	0.062454972018864435
FCGR2C	0.219822727319621	0.0014179119868707	0.03629003806246847
FCGR3B	0.3860641474682246	0.0003054951178804	0.014502251717675477
FCGR2B	0.316197481824714	5.252963795154146e-06	0.0011899161805189009
ATF6	0.2216059082058299	0.0019671106858277	0.04372496195468477
RP11-456P18.2	0.3386728647999376	0.0007278324886802	0.02395504638109116
RP11-466F5.3	0.165487077406199	0.0004784229662752	0.018876205731392703
RP3-455J7.3	0.1098861008748645	4.082638278728421e-05	0.004595451317780247
ADCY10	0.3002767397829131	0.0033235239939862	0.059549587792475295
BLZF1	0.193282715939518	0.002691022874485	0.05209153293228847
F5	0.2699860004812689	0.0025778120972499	0.050859384898108616
SELP	0.2183267150146298	0.0078430563126392	0.09841696540691493
METTL18	0.234774359501349	0.0008908198546085	0.02703259449849207
SCYL3	0.1901578214687741	0.0001833827782169	0.010822909950717214
PFN1P1	-0.242570820027903	0.0054120338202621	0.07867706025397071
PIGC	0.1194883051169976	0.0076160540978929	0.09681446206444458
TNFSF4	0.2718414945138268	0.0001179143318518	0.00828465792078953
RP11-296O14.2	0.3725080510418418	0.0007308236622007	0.024034412871602778
RP11-296O14.3	0.2255471476665347	0.0002591133912917	0.013319697040862982
ZBTB37	0.235219361208007	6.492772242831794e-05	0.00618592360001175
RC3H1	0.1951068595524717	0.000100017255015	0.007679524593219241
KIAA0040	0.3594246379718218	0.0001998762057399	0.011461808638395611
RFWD2	0.1787244880060194	0.0076058070015347	0.09678944694894187
RP11-195C7.1	0.3728207884468952	0.0011981654427295	0.032513915824943056
SEC16B	-0.2166185131839027	0.0057828585247195	0.08220444294869951
RALGPS2	0.1787398265351634	0.0006246719121127	0.021998458221242956
TOR1AIP1	0.2381711208115583	0.000510554917556	0.019600713121812344
LHX4	0.456907122872125	0.0016329216349485	0.039357376554131795
KIAA1614	0.3809841062647244	0.0037429743004537	0.06360701170680805
MR1	0.1301990561819128	0.0046345277432399	0.07192563408095312
CACNA1E	0.5824444149978321	6.790901242230973e-07	0.00025567509007991257
ZNF648	0.2544985141006974	0.0008490595052914	0.026306388486304264
LINC01344	0.3376286254319036	1.6588028319869996e-05	0.0026942118314624394
LINC00272	0.2253425836566534	9.566149348811674e-05	0.007494946556102709
RGSL1	0.2837259092101576	0.0010492672623538	0.0299341189042111
RNASEL	0.3630703842560469	3.158072808731919e-05	0.003935426738433123
LINC01686	0.6179725641560794	1.0057646061903264e-07	4.946549673976784e-05
NPL	0.2052149231142372	0.0020228075802745	0.044335831870965646
LAMC1	0.2101523896242387	0.0022235896596212	0.046724482947667643
NMNAT2	0.4261159072533445	0.0018227841982025	0.04175853233365542
ARPC5	0.1831607815189527	0.0053091976504358	0.07787203603777301
GS1-115G20.1	-0.1582353354897123	0.0057017812307515	0.08148472276156699
EDEM3	0.2621903701346972	0.0021494306261362	0.04591358702193754
FAM129A	0.3325841596684835	0.0006258902069097	0.021998458221242956
RNF2	0.1369518703284904	0.0021648211498041	0.04609279103358246
TRMT1L	0.2505444549534352	0.0005238984928092	0.019958188071106962
SWT1	0.2160435368311538	6.408921964587762e-05	0.0061487188723728685
CTA-253N17.1	0.2118247127497937	0.0077028013910485	0.09740823107253178
GS1-204I12.3	0.1249667494952847	0.0045209669535243	0.07090164548313663
TPR	0.1006013119372064	0.0075729265762001	0.09659374010465323
RP11-295K2.3	0.2324202025774103	0.0023207350443863	0.04797181656309613
RGS18	0.4476770812538174	0.0001419377384206	0.009335740982960717
RP11-142L4.2	0.0907992524868847	0.0002457559038199	0.012898091213334736
TROVE2	0.1380701881002548	0.0043457312950963	0.06940964390342223
NEK7	0.2284267948824541	0.0023806496263131	0.04863938038910358
PTPRC	0.2118526337309231	0.0002615111695264	0.013373008923839037
RP11-553K8.5	0.2567637990443376	0.0025633647180382	0.05082163904037201
LINC00862	0.2859026951095585	0.0067247098725052	0.08989352986846731
ZNF281	0.2808182349455295	0.0008057241496306	0.025513974928441832
DDX59	0.2399170620242033	0.0003297001177287	0.015112501114227699
CSRP1	-0.1032143568648146	0.0036970151772092	0.06320934937494666
PTPN7	-0.2188797288631958	0.000348397525666	0.015602721674453054
LGR6	-0.7329592025807946	5.54543416937309e-05	0.005616629724942778
KLHL12	0.2232264586139744	0.0004504948385021	0.0182579170181935
HNRNPA1P59	0.4036450741189529	0.004554190929038	0.07119770652864905
LINC01136	0.2247948907850309	0.004768798465871	0.07335538062801625
ATP2B4	0.1748750901359121	0.0004114390685614	0.01723272155844431
SOX13	-0.3012978757884811	0.005883368914589	0.08303642083382695
RP11-430C7.4	0.34313720172903	0.0011946408300603	0.032504185528193515
LRRN2	0.2536275612877885	0.0003658332172153	0.01598890688925599
RP11-430C7.5	0.2266569277179876	0.00539309695085	0.07857037528292389
DSTYK	0.1136330036987513	0.0047784097923527	0.07342047491813077
CDK18	-0.2735633749265933	0.0003346674518122	0.01527605813489266
IKBKE	-0.1457040630841288	0.0001580071605988	0.00994916598778511
C1orf147	-0.3182793733906636	1.6040039085321377e-05	0.00265350852650262
EIF2D	-0.1424917899425803	0.0001710280499937	0.010351178830660833
PFKFB2	0.4997605021160222	0.0006069632561978	0.021600611526955867
RP11-357P18.3	0.1952153755737077	1.0708971390426036e-05	0.0020159454005039246
CR2	0.2462312510211347	0.0069230446553506	0.09168028580208977
CR1	0.4740458615180106	1.389603383324398e-05	0.00243144961225787
RP11-78B10.2	0.3511956189524135	0.0003973176997714	0.016853432685252735
CD46	0.217323915898241	0.0026433646899695	0.05163025586934345
LINC01717	0.0297058881729058	0.0006410001946856	0.022260485132491268
SLC30A1	0.1935302105935694	0.0044388110452991	0.07023871669129522
LPGAT1	0.1985190960396133	0.0029805177825444	0.055691046147262065
RP11-384C4.6	-0.2890516106091859	0.0008542270419032	0.02642150859579575
RP11-338C15.3	-0.2373549297760598	0.0035380393026166	0.06163748925778476
BATF3	-0.3636708319400785	1.7095596626919447e-05	0.002736899739169462
TATDN3	0.1414231667578238	0.0018872926970217	0.04267290196983907
LYPLAL1	0.2331651479109311	0.0001115094254072	0.008125715536188774
C1orf115	0.2296432137856139	0.0007959104620147	0.025424425946346692
MARC2	0.3935749074157529	2.0163124649054019e-07	8.736073816199659e-05
MARC1	0.40506439107065	0.001511817347286	0.037807206881831104
RNU6ATAC35P	0.2774008760348853	0.0069670555060095	0.09193751370173328
LINC01352	0.3005137658987737	0.0013168002376432	0.03451116590178472
DUSP10	-0.3344331662373349	0.0047136274424713	0.07277328884032613
BROX	0.1594696661767664	0.0039524161346963	0.06566351236315898
TLR5	0.5798215026578737	0.000862915719293	0.026554844953575792
SUSD4	-0.278242792078146	0.0016196311586003	0.039262390857152565
RP11-504P24.3	0.1958384991398907	0.0052970836579546	0.07779257331594404
CNIH4	0.2918736026934398	0.001820578636988	0.04175853233365542
LBR	0.2113309023868937	0.0017419217239296	0.04067364873942033
SRP9	0.1677467451986162	0.0038169496608593	0.06428704309854086
LEFTY1	0.3180515124692792	0.0009338476073451	0.02787348746866249
NDUFA3P3	0.0406303114981703	0.0029570905168471	0.055437323315836846
RP11-396C23.4	0.4152326238235924	3.1901071577533964e-05	0.003949077776781711
SNAP47	-0.093017020123386	0.0048979847104929	0.07438276245092526
C1orf35	-0.1884152193868085	2.8676993360068177e-05	0.0037487981433881714
MRPL55	-0.2987052011633892	0.0003246120841461	0.01501798550652872
GUK1	-0.283176284541801	0.0020023779813274	0.044151313091145526
TRIM11	-0.1112502663666905	4.6929878178233885e-05	0.00507325922674484
RNF187	-0.2826108956099212	2.88411346025614e-05	0.0037487981433881714
